"","times_snp_appears"
"2245.1",3
"5803.1",1
"6878.1",3
"7281.1",1
"7781.1",1
"7805.1",2
"8647.1",3
"15989.1",4
"16504.1",1
"16636.1",1
"16884.1",1
"16983.1",1
"17094.1",1
"17094.2",2
"17217.1",1
"17497.1",1
"17894.1",1
"18125.1",1
"19352.1",1
"21291.1",1
"22837.1",1
"22990.1",1
"24180.1",1
"24296.1",1
"24338.1",3
"26870.1",1
"31899.1",4
"35010.1",4
"37956.1",3
"38301.1",3
"39859.1",1
"40016.1",4
"41643.1",3
"43189.1",3
"43561.1",3
"43777.1",2
"44911.1",1
"46689.1",1
"46839.1",1
"51260.1",1
"51308.1",1
"51338.1",1
"51458.1",1
"52214.1",1
"52556.1",3
"53016.1",1
"53107.1",1
"53142.1",1
"53377.1",1
"53707.1",1
"53821.1",1
"54335.1",2
"54394.1",2
"54451.1",2
"54631.1",2
"55045.1",1
"55381.1",1
"55468.1",1
"56452.1",2
"60196.1",1
"60486.1",1
"60708.1",6
"60744.1",1
"60787.1",6
"60943.1",2
"61594.1",1
"62504.1",1
"62828.1",1
"63455.1",1
"63690.1",1
"64580.1",1
"65006.1",8
"65006.2",5
"65333.1",5
"66308.1",0
"68363.1",1
"68414.1",1
"69171.1",2
"69558.1",2
"69604.1",1
"69614.1",2
"70317.1",1
"70907.1",1
"71129.1",1
"71568.1",6
"71897.1",1
"73756.1",2
"74248.1",1
"75617.1",1
"76629.1",1
"77191.1",1
"81256.1",1
"81568.1",1
"88750.1",1
"88779.1",1
"89215.1",5
"89347.1",1
"89781.1",1
"94211.1",3
"95537.1",0
"95657.1",1
"95729.1",1
"95798.1",0
"95813.1",1
"95828.1",1
"96089.1",1
"96197.1",1
"96473.1",2
"102190.1",1
"114142.1",1
"117638.1",3
"119660.1",1
"120628.1",2
"120980.1",3
"121259.1",1
"121393.1",1
"121436.1",1
"121439.1",1
"122681.1",1
"122849.1",1
"122944.1",2
"123118.1",1
"136721.1",1
"137019.1",1
"138478.1",1
"139666.1",1
"139826.1",1
"141119.1",2
"153166.1",2
"153553.1",2
"154349.1",1
"154565.1",6
"158819.1",1
"161447.1",2
"162187.1",2
"167543.1",1
"170780.1",1
"171982.1",2
"172957.1",2
"174888.1",2
"176567.1",2
"176606.1",2
"176777.1",1
"177544.1",1
"178279.1",2
"178279.2",1
"180195.1",1
"180195.2",1
"182374.1",5
"183095.1",1
"183727.1",3
"184397.1",0
"184703.1",0
"184805.1",0
"185150.1",1
"185210.1",1
"186538.1",1
"186586.1",1
"186913.1",1
"186965.1",1
"187728.1",6
"187806.1",1
"187825.1",1
"188194.1",1
"190979.1",0
"191054.1",1
"192239.1",1
"192734.1",2
"192998.1",2
"193582.1",1
"193759.1",1
"193885.1",1
"194674.1",1
"195025.1",3
"197911.1",2
"198247.1",2
"199886.1",4
"200469.1",2
"200963.1",1
"201230.1",1
"201251.1",2
"201819.1",3
"203098.1",3
"203233.1",1
"203257.1",3
"203674.1",4
"204001.1",3
"204319.1",1
"204925.1",1
"205729.1",3
"206259.1",1
"206365.1",1
"206536.1",1
"206599.1",1
"207094.1",8
"207413.1",1
"207567.1",3
"207657.1",1
"207797.1",2
"208235.1",2
"208376.1",3
"208562.1",2
"208772.1",3
"209157.1",3
"213274.1",1
"213571.1",1
"218354.1",1
"220479.1",1
"220489.1",3
"220945.1",1
"221064.1",1
"221408.1",5
"222848.1",2
"223113.1",1
"223183.1",2
"223183.2",4
"225040.1",1
"225480.1",1
"227071.1",1
"228006.1",1
"228327.1",1
"228327.2",7
"228450.1",5
"228501.1",1
"228687.1",6
"229653.1",1
"230331.1",1
"230388.1",1
"232354.1",1
"234403.1",1
"235733.1",1
"238178.1",2
"238207.1",3
"238527.1",1
"239459.1",1
"239491.1",10
"239899.1",1
"239977.1",1
"239980.1",9
"240246.1",10
"240472.1",1
"240848.1",1
"241681.1",1
"242624.1",1
"243577.1",1
"244700.1",1
"244925.1",1
"244940.1",1
"245807.1",1
"245833.1",1
"245848.1",1
"246039.1",1
"246876.1",1
"246918.1",1
"247336.1",2
"247459.1",1
"248099.1",1
"248464.1",2
"249984.1",2
"250502.1",1
"250952.1",2
"251147.1",2
"251938.1",2
"253093.1",2
"254578.1",3
"258484.1",1
"258543.1",1
"258642.1",0
"258932.1",1
"259327.1",1
"261066.1",6
"262130.1",7
"263321.1",1
"265076.1",2
"265078.1",1
"265322.1",1
"265707.1",2
"265708.1",2
"265835.1",2
"266319.1",0
"266712.1",1
"266995.1",1
"267251.1",1
"267952.1",1
"270134.1",1
"271558.1",1
"271645.1",1
"272762.1",1
"274189.1",1
"274256.1",1
"274439.1",6
"278004.1",1
"278555.1",2
"278607.1",1
"278693.1",1
"278774.1",1
"279271.1",1
"279289.1",1
"279897.1",1
"279909.1",1
"280152.1",1
"280588.1",1
"281108.1",0
"284623.1",5
"285064.1",3
"285408.1",1
"285474.1",3
"288402.1",1
"289400.1",1
"289931.1",1
"290141.1",1
"290369.1",1
"290759.1",1
"290795.1",3
"290825.1",1
"290834.1",1
"291472.1",1
"292019.1",1
"292558.1",0
"292993.1",2
"293157.1",1
"293214.1",1
"293301.1",1
"293445.1",4
"293526.1",0
"293684.1",1
"293705.1",0
"293822.1",0
"294205.1",1
"294399.1",6
"294469.1",1
"294548.1",1
"294550.1",7
"294676.1",15
"294781.1",12
"294841.1",0
"295414.1",0
"295741.1",2
"295756.1",1
"295918.1",1
"296089.1",1
"296431.1",0
"296737.1",1
"296818.1",1
"296890.1",16
"296957.1",2
"297031.1",1
"297061.1",3
"297119.1",1
"297125.1",0
"297304.1",2
"297325.1",3
"297472.1",1
"297622.1",0
"297671.1",1
"297672.1",1
"297727.1",0
"297931.1",3
"298020.1",3
"298062.1",3
"298077.1",6
"298080.1",2
"298356.1",2
"298425.1",9
"298485.1",5
"298503.1",5
"298607.1",2
"298670.1",3
"298694.1",2
"298700.1",0
"298715.1",2
"298745.1",2
"298799.1",5
"298842.1",2
"298855.1",2
"298937.1",1
"298947.1",2
"298950.1",2
"298953.1",2
"298977.1",2
"299096.1",0
"299205.1",0
"299396.1",0
"299477.1",3
"299537.1",1
"299567.1",0
"299606.1",2
"299641.1",0
"299668.1",1
"299810.1",1
"299882.1",0
"299921.1",1
"299936.1",4
"299945.1",1
"300158.1",1
"300195.1",0
"300206.1",0
"300294.1",1
"300317.1",1
"300852.1",0
"301040.1",2
"301284.1",1
"301284.2",2
"301491.1",5
"301880.1",0
"302072.1",6
"302319.1",1
"302552.1",1
"303002.1",4
"303294.1",13
"303332.1",20
"303416.1",4
"303519.1",5
"303575.1",1
