"","times_snp_appears"
"19793.1",1
"29632.1",1
"30736.1",1
"40128.1",1
"47095.1",1
"47179.1",1
"48702.1",1
"53049.1",1
"53111.1",1
"53115.1",3
"53184.1",1
"53866.1",1
"53868.1",1
"53963.1",1
"54321.1",1
"54336.1",1
"54543.1",1
"54546.1",1
"54552.1",1
"56408.1",1
"56521.1",11
"56739.1",1
"57870.1",1
"59007.1",2
"59415.1",1
"61417.1",1
"68855.1",1
"68875.1",1
"69361.1",1
"69661.1",1
"92507.1",7
"95039.1",1
"98860.1",1
"99253.1",1
"101791.1",1
"102969.1",1
"103210.1",1
"109625.1",1
"110748.1",1
"110904.1",1
"113004.1",1
"115215.1",1
"115410.1",1
"115746.1",1
"118655.1",1
"137248.1",1
"152721.1",1
"153136.1",1
"153391.1",1
"153573.1",1
"154250.1",1
"154517.1",1
"154959.1",1
"155748.1",2
"158407.1",1
"160489.1",1
"163883.1",1
"167426.1",1
"188909.1",1
"189065.1",1
"189839.1",1
"193815.1",1
"193881.1",1
"203471.1",1
"204368.1",1
"204962.1",1
"205520.1",1
"222680.1",2
"225124.1",1
"232414.1",1
"233162.1",1
"235755.1",1
"238699.1",1
"243362.1",1
"248356.1",1
"250504.1",1
"252460.1",1
"256114.1",1
"268487.1",1
"269369.1",1
"275126.1",1
"276912.1",1
"282256.1",1
"284050.1",1
"285334.1",1
"286132.1",1
"286828.1",1
"292586.1",1
"294578.1",1
"295049.1",1
"295103.1",1
"295406.1",1
"295514.1",2
"295622.1",1
"295928.1",1
"297591.1",1
"301944.1",1
"304975.1",1
"310994.1",1
"323440.1",1
"324883.1",5
"324932.1",2
"326258.1",1
"327917.1",1
"328640.1",3
"328649.1",2
"328775.1",2
"328986.1",1
"334493.1",1
"335130.1",3
"335145.1",2
"335154.1",4
"335166.1",1
"335301.1",2
"336281.1",2
"336866.1",7
"337325.1",1
"337328.1",1
"337615.1",4
"337738.1",5
"337834.1",2
"337984.1",1
"338000.1",4
"338114.1",1
"338128.1",2
"338270.1",4
"339039.1",1
"339087.1",1
"339246.1",1
"339312.1",8
"339333.1",5
"339333.2",7
"339342.1",6
"339347.1",1
"339509.1",1
"339798.1",2
"340011.1",1
"340316.1",1
"340436.1",1
"340508.1",3
"340520.1",1
"340540.1",3
"341416.1",1
"341713.1",2
"342304.1",1
"343770.1",1
"344657.1",1
"349763.1",1
"350444.1",2
"350649.1",1
"350910.1",1
"350961.1",1
"352171.1",1
"355138.1",1
"355289.1",1
"355303.1",1
"356317.1",1
"356323.1",5
"356450.1",3
"356480.1",1
"356731.1",2
"357066.1",9
"357180.1",1
"357560.1",3
"357943.1",1
"358147.1",1
"358548.1",1
"358607.1",2
"358952.1",1
"359054.1",1
"359116.1",1
"359528.1",1
"359747.1",10
"359803.1",21
"359906.1",9
"360024.1",5
"360074.1",5
"360365.1",6
"360377.1",11
"360380.1",11
"360578.1",1
"360599.1",16
"360647.1",1
"360836.1",15
"360845.1",4
"360995.1",22
"361019.1",1
"361049.1",6
"361052.1",22
"361052.2",5
"361064.1",2
"361064.2",5
"361739.1",15
"361997.1",1
"362204.1",8
"362444.1",5
"363236.1",7
"363551.1",11
"363692.1",6
"363833.1",1
"363988.1",4
"364003.1",1
"364333.1",12
"364666.1",5
"364714.1",5
"364726.1",5
"364732.1",5
"364744.1",4
"364753.1",5
"364801.1",4
"364849.1",5
"365194.1",2
"365203.1",9
"365215.1",3
"365218.1",8
"365230.1",1
"365239.1",10
"365239.2",5
"365260.1",1
"365263.1",1
"365497.1",13
"365578.1",12
"365644.1",5
"365692.1",7
"365728.1",10
"366210.1",15
"366612.1",13
"366649.1",14
"366765.1",1
"366770.1",21
"366825.1",24
"366843.1",1
"366864.1",16
"367008.1",16
"367056.1",9
"367303.1",15
"367317.1",19
"367392.1",19
"367419.1",1
"367422.1",2
"367452.1",12
"367512.1",1
"367515.1",1
"367623.1",18
"367629.1",1
"367997.1",2
"368453.1",5
"368477.1",1
"368717.1",14
"368775.1",6
"368816.1",7
"368826.1",2
"368981.1",7
"369053.1",1
"369062.1",13
"369092.1",1
"369109.1",4
"369356.1",1
"369410.1",4
"369425.1",4
"369730.1",1
"369814.1",22
"369824.1",15
"370139.1",2
"370385.1",2
"370407.1",1
"370424.1",14
"370617.1",8
"370620.1",4
"370644.1",5
"370959.1",1
